make,model,year,mileage_km,engine_cc,fuel_type,transmission,body_type,city,price_pkr
Suzuki,Ravi,2009,187390.0,800,Diesel,Manual,Pickup,Quetta,419000
Proton,Saga,2014,148526.0,1300,Petrol,Manual,Sedan,Peshawar,1026000
Toyota,Aqua,2015,185748.0,1500,Hybrid,Automatic,Hybrid,Faisalabad,1320000
MG,ZS,2010,216800.0,1500,Petrol,Manual,SUV,Lahore,1406000
Toyota,Premio,2021,55102.0,1800,Petrol,Automatic,Sedan,Sialkot,2356000
Suzuki,Baleno,2012,165192.0,1300,CNG,Automatic,Hatchback,Karachi,732000
Suzuki,Margalla,2010,215677.0,1300,CNG,Manual,Sedan,Rawalpindi,634000
Toyota,Prius,2017,83598.0,1800,Hybrid,Automatic,Hybrid,Hyderabad,2724000
Hyundai,Elantra,2018,104264.0,1600,Petrol,Manual,Sedan,Quetta,3458000
Toyota,Prius,2022,67835.0,1800,Hybrid,Automatic,Hybrid,Quetta,4476000
Honda,Civic,2010,164834.0,1500,Petrol,Automatic,Sedan,Hyderabad,2008000
Honda,Vezel,2020,85268.0,1500,Hybrid,Automatic,Hybrid,Lahore,3516000
Daihatsu,Move,2021,54163.0,660,CNG,Manual,Hatchback,Karachi,1981000
Suzuki,Margalla,2017,69701.0,1300,Petrol,Manual,Sedan,Hyderabad,1553000
Suzuki,Vitara,2005,262741.0,1600,Diesel,Manual,SUV,Sialkot,1042000
Suzuki,Jimny,2024,45894.0,1500,Diesel,Automatic,SUV,Rawalpindi,5869000
Honda,BRV,2011,178293.0,1500,Diesel,Automatic,SUV,Peshawar,1914000
Honda,BRV,2022,62508.0,1500,Petrol,Automatic,SUV,Hyderabad,4676000
Honda,HRV,2010,200512.0,1500,Diesel,Automatic,SUV,Islamabad,1815000
Hyundai,Santro,2014,133932.0,1000,Petrol,Automatic,Hatchback,Sialkot,953000
Kia,Sportage,2007,271892.0,2000,Petrol,Automatic,SUV,Karachi,1750000
Hyundai,Elantra,2019,74273.0,1600,Petrol,Manual,Sedan,Lahore,4788000
Suzuki,Jimny,2004,,1500,Petrol,Automatic,SUV,Peshawar,984000
Honda,Accord,2008,230974.0,2400,Petrol,Automatic,Sedan,Peshawar,675000
Suzuki,Liana,2016,131949.0,1300,CNG,Automatic,Sedan,Karachi,1546000
Suzuki,WagonR,2018,111253.0,1000,Petrol,Automatic,Hatchback,Sialkot,1598000
Toyota,Corolla,2013,130409.0,1600,CNG,Manual,Sedan,Lahore,2095000
Toyota,Prado,2016,159789.0,2700,Petrol,Automatic,SUV,Multan,9386000
Suzuki,Margalla,2017,76637.0,1300,Petrol,Automatic,Sedan,Islamabad,1520000
Kia,Picanto,2017,151558.0,1000,CNG,Automatic,Hatchback,Karachi,1637000
Daihatsu,Mira,2024,24217.0,660,CNG,Manual,Hatchback,Multan,2364000
Chery,Tiggo4,2021,80157.0,1500,Petrol,Manual,SUV,Rawalpindi,3135000
Toyota,Corolla,2016,113791.0,1600,CNG,Manual,Sedan,Islamabad,2790000
Kia,Sportage,2013,157451.0,2000,Petrol,Automatic,SUV,Hyderabad,3029000
Honda,Civic,2024,20236.0,1500,CNG,Manual,Sedan,Multan,6820000
Hyundai,Elantra,2007,221131.0,1600,Petrol,Manual,Sedan,Islamabad,1285000
Honda,Vezel,2017,128992.0,1500,Hybrid,Automatic,Hybrid,Peshawar,2576000
MG,ZS,2011,233747.0,1500,Petrol,Manual,SUV,Multan,1433000
Hyundai,Elantra,2006,252191.0,1600,Petrol,Manual,Sedan,Islamabad,1218000
Suzuki,Baleno,2007,241706.0,1300,Petrol,Automatic,Hatchback,Rawalpindi,514000
Suzuki,Bolan,2005,309986.0,800,CNG,Manual,Van,Rawalpindi,400000
Proton,Saga,2007,270164.0,1300,Petrol,Manual,Sedan,Rawalpindi,574000
Honda,BRV,2019,70642.0,1500,Diesel,Automatic,SUV,Sialkot,4219000
Daihatsu,Move,2017,96818.0,660,CNG,Manual,Hatchback,Karachi,1543000
Honda,Civic,2014,210971.0,1500,CNG,Automatic,Sedan,Sialkot,2380000
MG,ZS,2015,177085.0,1500,Petrol,Manual,SUV,Multan,1859000
Suzuki,Margalla,2021,74835.0,1300,CNG,Automatic,Sedan,Hyderabad,2394000
Toyota,Passo,2017,70592.0,1000,CNG,Manual,Hatchback,Rawalpindi,1423000
Toyota,Corolla,2014,174736.0,1600,CNG,Automatic,Sedan,Lahore,2215000
Daihatsu,Move,2006,259672.0,660,CNG,Manual,Hatchback,Rawalpindi,535000
Suzuki,Vitara,2010,223990.0,1600,Diesel,Manual,SUV,Lahore,1655000
